step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,unusuallogin,isFlaggedFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,acct_type_Current,acct_type_Savings,branch_fraud_rate
-1.2950640279228316,-0.6213405835473828,0.30865752591470147,0.2770095911527089,-0.6406614728628077,-0.6263942390652528,-0.2606625996531245,0,False,False,False,True,False,True,False,0.006349206349206349
-1.2950640279228316,-0.7037345771332338,-0.5695262495848148,-0.5482812904726805,-0.6406614728628077,-0.6263942390652528,-0.08851600066585566,0,False,False,False,True,False,False,True,0.002570694087403599
-1.2950640279228316,-0.7211246587750897,-0.6937921410476277,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.4656887925640065,0,False,False,False,False,True,True,False,0.002570694087403599
-1.2950640279228316,-0.7211246587750897,-0.6937921410476277,-0.6618136619564083,-0.5633690367750722,-0.6263942390652528,-1.6378353915512753,0,False,True,False,False,False,True,False,0.009478672985781991
-1.2950640279228316,-0.6024502240812609,-0.44976077938582043,-0.4867782443888251,-0.6406614728628077,-0.6263942390652528,1.1165101922450262,0,False,False,False,True,False,True,False,0.009478672985781991
-1.2950640279228316,-0.6422292816689772,-0.3771760034060704,-0.39215331234901,-0.6406614728628077,-0.6263942390652528,0.6000703952832197,0,False,False,False,True,False,True,False,0.009478672985781991
-1.2950640279228316,-0.6495637207170376,0.38568373991759075,0.36949351245212697,-0.6406614728628077,-0.6263942390652528,0.9443635932577574,0,False,False,False,True,False,False,True,0.0022172949002217295
-1.2950640279228316,-0.6417754378126214,0.3437598090573935,0.32344948225972103,-0.6406614728628077,-0.6263942390652528,1.460803390219564,0,False,False,False,True,False,True,False,0.0022172949002217295
-1.2950640279228316,-0.6814186418444287,-0.6791053141185217,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.08851600066585566,0,False,False,False,True,False,True,False,0.0022172949002217295
-1.2950640279228316,-0.6233520426603463,-0.6685237207406839,-0.6618136619564083,-0.6010884169959636,-0.005706766266258387,-1.1213955945894687,0,False,False,True,False,False,False,True,0.019230769230769232
-1.2950640279228316,-0.6909685786160383,-0.5723456484892777,-0.5583180250599198,-0.6406614728628077,-0.6263942390652528,-0.08851600066585566,0,False,False,False,True,False,False,True,0.006349206349206349
-1.2950640279228316,-0.6965394008938162,-0.6649552346795959,-0.6471174353165983,-0.6406614728628077,-0.6263942390652528,-0.08851600066585566,0,False,False,False,True,False,True,False,0.006349206349206349
-1.2950640279228316,-0.6028054062297133,-0.6351274098681546,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.460803390219564,0,False,False,False,True,False,True,False,0.002570694087403599
-1.2950640279228316,-0.6806498036976041,1.849724451786736,1.8466706832821207,-0.6406614728628077,-0.6263942390652528,0.7722169942704886,0,False,False,False,True,False,False,True,0.002570694087403599
-1.2950640279228316,1.6442039370277033,-0.6044679213631375,-0.6618136619564083,-0.62211376949986,-0.42400584923491863,0.25577719730868204,0,False,True,False,False,False,False,True,0.002570694087403599
-1.2950640279228316,-0.7068386500920475,-0.6922054918733588,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.6378353915512753,0,False,False,False,True,False,False,True,0.0
-1.2950640279228316,-0.7110326508188001,-0.5700747937231309,-0.5446886140081482,-0.6406614728628077,-0.6263942390652528,1.288656791232295,0,False,False,False,True,False,True,False,0.002570694087403599
-1.2950640279228316,-0.7160558231346971,-0.6056593828248562,-0.5771749789130068,-0.6406614728628077,-0.6263942390652528,0.6000703952832197,0,False,False,False,True,False,True,False,0.002570694087403599
-1.2950640279228316,1.5013909598714223,-0.6907014192360407,-0.6618136619564083,-0.5588333697909793,-0.6263942390652528,0.6000703952832197,0,False,False,False,False,True,True,False,0.002570694087403599
-1.2950640279228316,-0.6268868178812014,-0.6282145740605595,-0.6501222650582569,-0.5318054652445787,-0.5600097012350048,-1.2935421935767375,0,False,False,True,False,False,False,True,0.002570694087403599
-1.2950640279228316,-0.7119877581377188,-0.6841424828725202,-0.6574117518393958,-0.6029676354165653,-0.6263942390652528,-1.1213955945894687,0,False,False,True,False,False,True,False,0.009478672985781991
-1.2950640279228316,-0.6829471234867653,-0.29464665304781723,-0.28712161328247016,-0.6406614728628077,-0.6263942390652528,-0.9492489956021999,0,False,False,False,True,False,False,True,0.009478672985781991
-1.2950640279228316,2.1623991433611165,-0.6309513964280715,-0.6618136619564083,-0.6177933916163797,1.852386122594219,0.08363059832141319,0,False,False,False,False,True,False,True,0.009478672985781991
-1.2950640279228316,-0.6603766306605005,-0.6922467801418342,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.1213955945894687,0,False,False,False,True,False,False,True,0.009478672985781991
-1.2950640279228316,-0.6250726821840448,-0.007740373736342979,-0.035044949843066595,-0.6406614728628077,-0.6263942390652528,-1.6378353915512753,0,False,False,False,True,False,True,False,0.009478672985781991
-1.2950640279228316,-0.6402521217047299,-0.6301669193270389,-0.6444839265097825,-0.6406614728628077,-0.6263942390652528,-0.08851600066585566,0,False,False,False,True,False,False,True,0.0022172949002217295
-1.2950640279228316,-0.6310275102924793,-0.6774071276361285,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.460803390219564,0,False,False,False,True,False,True,False,0.0022172949002217295
-1.2950640279228316,-0.620505006695526,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.25577719730868204,0,False,False,False,True,False,False,True,0.0022172949002217295
-1.2950640279228316,-0.679533428393306,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.7771023966149311,0,False,False,False,True,False,False,True,0.002570694087403599
-1.2950640279228316,-0.6621904564255904,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.9492489956021999,0,False,False,False,True,False,True,False,0.002570694087403599
-1.2950640279228316,-0.6681585083022047,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.6000703952832197,0,False,False,False,True,False,False,True,0.0022172949002217295
-1.2950640279228316,-0.6710167018214266,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.288656791232295,0,False,False,False,True,False,False,True,0.0022172949002217295
-1.2950640279228316,-0.4728414893845071,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.9443635932577574,0,False,False,False,True,False,False,True,0.0
-1.2950640279228316,-0.6341120575310901,-0.6933674617147378,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.1165101922450262,0,False,False,False,True,False,False,True,0.002570694087403599
-1.2950640279228316,-0.6941562299221755,1.0774745765469558,1.0816938007974983,-0.6406614728628077,-0.6263942390652528,-1.2935421935767375,0,False,False,False,True,False,True,False,0.009478672985781991
-1.2950640279228316,-0.6464047897824158,1.0610098767772993,1.0382741428084643,-0.6406614728628077,-0.6263942390652528,-0.9492489956021999,0,False,False,False,True,False,False,True,0.009478672985781991
-1.2950640279228316,-0.6889517473472517,0.6831834092550386,0.6872281509595541,-0.6406614728628077,-0.6263942390652528,1.1165101922450262,0,False,False,False,True,False,False,True,0.009478672985781991
-1.2950640279228316,-0.7055886940669964,-0.6931079354557496,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.1213955945894687,0,False,False,False,True,False,True,False,0.0
