step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,unusuallogin,isFlaggedFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,acct_type_Current,acct_type_Savings,branch_fraud_rate,sender_balance_change,receiver_balance_change,sender_balance_change_abs,receiver_balance_change_abs,sender_balance_change_ratio,receiver_balance_change_ratio,amount_ratio_sender_balance,amount_ratio_receiver_balance,sender_depletes_account,receiver_had_zero_balance,is_high_value_transaction,current_to_savings_transfer,cashout_with_unusual_login,high_fraud_branch_high_amount,flagged_and_unusual,suspicion_score,risk_exposure_sender,total_money_flow
-1.2950640279228316,-0.6213405835473828,0.3086575259147014,0.2770095911527089,-0.6406614728628077,-0.6263942390652528,-0.2606625996531245,0,False,False,False,True,False,True,False,0.0063492063492063,-0.03164793476199251,0.014267233797554901,0.03164793476199251,0.014267233797554901,-0.1025341425191269,0.022269536103097405,-2.0130420650031007,0.0,0,0,0,0,0,0,0,0,-0.20640554199002545,0.045915168559547415
-1.2950640279228316,-0.7037345771332338,-0.5695262495848148,-0.5482812904726805,-0.6406614728628077,-0.6263942390652528,-0.0885160006658556,0,False,False,False,True,False,False,True,0.0025706940874035,0.02124495911213431,0.014267233797554901,0.02124495911213431,0.014267233797554901,0.037302862039023124,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03551219290968921
-1.2950640279228316,-0.7211246587750897,-0.6937921410476277,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.4656887925640063,0,False,False,False,False,True,True,False,0.0025706940874035,0.031978479091219314,0.014267233797554901,0.031978479091219314,0.014267233797554901,0.046092305178811875,0.022269536103097405,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.046245712888774215
-1.2950640279228316,-0.7211246587750897,-0.6937921410476277,-0.6618136619564083,-0.5633690367750722,-0.6263942390652528,-1.637835391551275,0,False,True,False,False,False,True,False,0.0094786729857819,0.031978479091219314,-0.0630252022901806,0.031978479091219314,0.0630252022901806,0.046092305178811875,-0.11187196701854049,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.09500368138139992
-1.2950640279228316,-0.6024502240812609,-0.4497607793858204,-0.4867782443888251,-0.6406614728628077,-0.6263942390652528,1.1165101922450262,0,False,False,False,True,False,True,False,0.0094786729857819,-0.037017465003004735,0.014267233797554901,0.037017465003004735,0.014267233797554901,-0.08230478669524083,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.051284698800559636
-1.2950640279228316,-0.6422292816689772,-0.3771760034060704,-0.39215331234901,-0.6406614728628077,-0.6263942390652528,0.6000703952832197,0,False,False,False,True,False,True,False,0.0094786729857819,-0.014977308942939638,0.014267233797554901,0.014977308942939638,0.014267233797554901,-0.039709071657949215,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.02924454274049454
-1.2950640279228316,-0.6495637207170376,0.3856837399175907,0.3694935124521269,-0.6406614728628077,-0.6263942390652528,0.9443635932577574,0,False,False,False,True,False,False,True,0.0022172949002217,-0.01619022746546378,0.014267233797554901,0.01619022746546378,0.014267233797554901,-0.041977988143148987,0.022269536103097405,-1.684187465842899,0.0,0,0,0,0,0,0,0,0,-0.07069880147199335,0.03045746126301868
-1.2950640279228316,-0.6417754378126214,0.3437598090573935,0.323449482259721,-0.6406614728628077,-0.6263942390652528,1.460803390219564,0,False,False,False,True,False,True,False,0.0022172949002217,-0.02031032679767253,0.014267233797554901,0.02031032679767253,0.014267233797554901,-0.059082901074026556,0.022269536103097405,-1.8669298176122118,0.0,0,0,0,0,0,0,0,0,-0.11030362972613275,0.03457756059522743
-1.2950640279228316,-0.6814186418444287,-0.6791053141185217,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.0885160006658556,0,False,False,False,True,False,True,False,0.0022172949002217,0.01729165216211337,0.014267233797554901,0.01729165216211337,0.014267233797554901,0.025462401493800947,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03155888595966827
-1.2950640279228316,-0.6233520426603463,-0.6685237207406839,-0.6618136619564083,-0.6010884169959636,-0.0057067662662583,-1.1213955945894687,0,False,False,True,False,False,False,True,0.0192307692307692,0.006710058784275552,0.5953816507297053,0.006710058784275552,0.5953816507297053,0.01003712894113155,0.9905059455383816,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.6020917095139808
-1.2950640279228316,-0.6909685786160383,-0.5723456484892777,-0.5583180250599198,-0.6406614728628077,-0.6263942390652528,-0.0885160006658556,0,False,False,False,True,False,False,True,0.0063492063492063,0.014027623429357927,0.014267233797554901,0.014027623429357927,0.014267233797554901,0.02450900687169568,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.02829485722691283
-1.2950640279228316,-0.6965394008938162,-0.6649552346795959,-0.6471174353165983,-0.6406614728628077,-0.6263942390652528,-0.0885160006658556,0,False,False,False,True,False,True,False,0.0063492063492063,0.017837799362997675,0.014267233797554901,0.017837799362997675,0.014267233797554901,0.026825564241591767,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.032105033160552576
-1.2950640279228316,-0.6028054062297133,-0.6351274098681546,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.460803390219564,0,False,False,False,True,False,True,False,0.0025706940874035,-0.026686252088253704,0.014267233797554901,0.026686252088253704,0.014267233797554901,-0.042017163293259836,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.040953485885808605
-1.2950640279228316,-0.6806498036976041,1.849724451786736,1.8466706832821207,-0.6406614728628077,-0.6263942390652528,0.7722169942704886,0,False,False,False,True,False,False,True,0.0025706940874035,-0.0030537685046152507,0.014267233797554901,0.0030537685046152507,0.014267233797554901,-0.0016509315760519783,0.022269536103097405,-0.3679736206132405,0.0,0,0,0,0,0,0,0,0,-0.0006074992694245698,0.017321002302170152
-1.2950640279228316,1.6442039370277033,-0.6044679213631375,-0.6618136619564083,-0.62211376949986,-0.4240058492349186,0.255777197308682,0,False,True,False,False,False,False,True,0.0025706940874035,-0.0573457405932708,0.1981079202649414,0.0573457405932708,0.1981079202649414,-0.09486978312006569,0.31844323339130065,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.2554536608582122
-1.2950640279228316,-0.7068386500920475,-0.6922054918733588,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.637835391551275,0,False,False,False,True,False,False,True,0.0,0.03039182991695044,0.014267233797554901,0.03039182991695044,0.014267233797554901,0.043905791384419274,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04465906371450534
-1.2950640279228316,-0.7110326508188001,-0.5700747937231309,-0.5446886140081482,-0.6406614728628077,-0.6263942390652528,1.288656791232295,0,False,False,False,True,False,True,False,0.0025706940874035,0.025386179714982693,0.014267233797554901,0.025386179714982693,0.014267233797554901,0.04453131413448386,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.039653413512537594
-1.2950640279228316,-0.7160558231346971,-0.6056593828248562,-0.5771749789130068,-0.6406614728628077,-0.6263942390652528,0.6000703952832197,0,False,False,False,True,False,True,False,0.0025706940874035,0.028484403911849365,0.014267233797554901,0.028484403911849365,0.014267233797554901,0.04703040145056168,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04275163770940427
-1.2950640279228316,1.5013909598714223,-0.6907014192360407,-0.6618136619564083,-0.5588333697909793,-0.6263942390652528,0.6000703952832197,0,False,False,False,False,True,True,False,0.0025706940874035,0.02888775727963233,-0.06756086927427352,0.02888775727963233,0.06756086927427352,0.04182379893726929,-0.12089626879588984,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.09644862655390585
-1.2950640279228316,-0.6268868178812014,-0.6282145740605595,-0.6501222650582569,-0.5318054652445787,-0.5600097012350048,-1.2935421935767375,0,False,False,True,False,False,False,True,0.0025706940874035,-0.021907690997697404,-0.028204235990426096,0.021907690997697404,0.028204235990426096,-0.03487294294938279,-0.05303487428952687,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0501119269881235
-1.2950640279228316,-0.7119877581377188,-0.6841424828725202,-0.6574117518393958,-0.6029676354165653,-0.6263942390652528,-1.1213955945894687,0,False,False,True,False,False,True,False,0.0094786729857819,0.0267307310331244,-0.02342660364868754,0.0267307310331244,0.02342660364868754,0.03907187713997358,-0.03885217427364619,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.05015733468181194
-1.2950640279228316,-0.6829471234867653,-0.2946466530478172,-0.2871216132824701,-0.6406614728628077,-0.6263942390652528,-0.9492489956022,0,False,False,False,True,False,False,True,0.0094786729857819,0.007525039765347075,0.014267233797554901,0.007525039765347075,0.014267233797554901,0.025539199885904633,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.021792273562901976
-1.2950640279228316,2.1623991433611165,-0.6309513964280715,-0.6618136619564083,-0.6177933916163797,1.852386122594219,0.0836305983214131,0,False,False,False,False,True,False,True,0.0094786729857819,-0.03086226552833682,2.470179514210599,0.03086226552833682,2.470179514210599,-0.04891385565979408,3.9983909639232627,0.0,0.0,0,0,1,0,0,0,0,0,0.0,2.5010417797389355
-1.2950640279228316,-0.6603766306605005,-0.6922467801418342,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.1213955945894687,0,False,False,False,True,False,False,True,0.0094786729857819,0.030433118185425823,0.014267233797554901,0.030433118185425823,0.014267233797554901,0.0439628165313917,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.044700351982980724
-1.2950640279228316,-0.6250726821840448,-0.0077403737363429,-0.0350449498430665,-0.6406614728628077,-0.6263942390652528,-1.637835391551275,0,False,False,False,True,False,True,False,0.0094786729857819,-0.0273045761067236,0.014267233797554901,0.0273045761067236,0.014267233797554901,-3.527552724137515,0.022269536103097405,0.0,0.0,1,0,0,0,0,0,0,1,0.0,0.0415718099042785
-1.2950640279228316,-0.6402521217047299,-0.6301669193270389,-0.6444839265097825,-0.6406614728628077,-0.6263942390652528,-0.0885160006658556,0,False,False,False,True,False,False,True,0.0022172949002217,-0.014317007182743535,0.014267233797554901,0.014317007182743535,0.014267233797554901,-0.022719388698322563,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.028584240980298437
-1.2950640279228316,-0.6310275102924793,-0.6774071276361285,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.460803390219564,0,False,False,False,True,False,True,False,0.0022172949002217,0.015593465679720198,0.014267233797554901,0.015593465679720198,0.014267233797554901,0.02301934102234338,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0298606994772751
-1.2950640279228316,-0.620505006695526,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.255777197308682,0,False,False,False,True,False,False,True,0.0022172949002217,0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-1.2950640279228316,-0.679533428393306,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.7771023966149311,0,False,False,False,True,False,False,True,0.0025706940874035,0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-1.2950640279228316,-0.6621904564255904,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.9492489956022,0,False,False,False,True,False,True,False,0.0025706940874035,0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-1.2950640279228316,-0.6681585083022047,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.6000703952832197,0,False,False,False,True,False,False,True,0.0022172949002217,0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-1.2950640279228316,-0.6710167018214266,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.288656791232295,0,False,False,False,True,False,False,True,0.0022172949002217,0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-1.2950640279228316,-0.4728414893845071,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.9443635932577574,0,False,False,False,True,False,False,True,0.0,0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-1.2950640279228316,-0.6341120575310901,-0.6933674617147378,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,1.1165101922450262,0,False,False,False,True,False,False,True,0.0025706940874035,0.031553799758329504,0.014267233797554901,0.031553799758329504,0.014267233797554901,0.04550804804835511,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.045821033555884405
-1.2950640279228316,-0.6941562299221755,1.0774745765469558,1.0816938007974983,-0.6406614728628077,-0.6263942390652528,-1.2935421935767375,0,False,False,False,True,False,True,False,0.0094786729857819,0.004219224250542553,0.014267233797554901,0.004219224250542553,0.014267233797554901,0.003915845758210423,0.022269536103097405,-0.644243720424804,0.0,0,0,0,0,0,0,0,0,-0.0025227590398791706,0.018486458048097454
-1.2950640279228316,-0.6464047897824158,1.0610098767772993,1.0382741428084643,-0.6406614728628077,-0.6263942390652528,-0.9492489956022,0,False,False,False,True,False,False,True,0.0094786729857819,-0.022735733968834992,0.014267233797554901,0.022735733968834992,0.014267233797554901,-0.021428390502593098,0.022269536103097405,-0.6092354122893517,0.0,0,0,0,0,0,0,0,0,-0.013054934322544535,0.037002967766389894
-1.2950640279228316,-0.6889517473472517,0.6831834092550386,0.6872281509595541,-0.6406614728628077,-0.6263942390652528,1.1165101922450262,0,False,False,False,True,False,False,True,0.0094786729857819,0.00404474170451552,0.014267233797554901,0.00404474170451552,0.014267233797554901,0.0059204331503511926,0.022269536103097405,-1.0084433227054777,0.0,0,0,0,0,0,0,0,0,-0.005970421277995816,0.01831197550207042
-1.2950640279228316,-0.7055886940669964,-0.6931079354557496,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.1213955945894687,0,False,False,False,True,False,True,False,0.0,0.03129427349934122,0.014267233797554901,0.03129427349934122,0.014267233797554901,0.04515064956409552,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04556150729689612
-1.2950640279228316,-0.6635021922426063,-0.502550779793651,-0.5045855430693167,0.1245234272959143,-0.5596147736016388,0.9443635932577574,0,False,False,True,False,False,False,True,0.0,-0.002034763275665652,-0.6841382008975531,0.002034763275665652,0.6841382008975531,-0.004048870995496255,-5.494052125005998,0.0,-5.328332235291303,0,0,0,0,0,0,0,0,0.0,0.6861729641732187
-1.2950640279228316,0.4177073932808145,-0.5365168097879001,-0.6618136619564083,0.4131604297969041,-0.6169054465562953,-0.4328091986403933,0,False,True,False,False,False,False,True,0.0063492063492063,-0.12529685216850828,-1.0300658763531994,0.12529685216850828,1.0300658763531994,-0.23353760759405723,-2.4931377784901416,0.0,1.0110053215528045,0,0,0,0,0,0,0,0,0.0,1.1553627285217076
-1.2950640279228316,-0.6421698780228574,-0.6889732102841418,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.255777197308682,0,False,False,False,True,False,False,True,0.0063492063492063,0.027159548327733485,0.014267233797554901,0.027159548327733485,0.014267233797554901,0.03942032567634169,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.041426782125288386
-1.2950640279228316,-0.6704458069545424,-0.6948597377039201,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.6049557976276622,0,False,False,False,True,False,False,True,0.0094786729857819,0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-1.2950640279228316,-0.6684312485209116,0.2017975887763029,0.1975982166387397,-0.6406614728628077,-0.6263942390652528,-1.4656887925640063,0,False,False,False,True,False,False,True,0.0025706940874035,-0.004199372137563218,0.014267233797554901,0.004199372137563218,0.014267233797554901,-0.02080982315471238,0.022269536103097405,-3.312384713033633,0.0,0,0,0,0,0,0,0,0,-0.06893014009860261,0.01846660593511812
-1.2950640279228316,-0.5796408769422496,-0.6015600475976559,-0.6504396448919972,-0.6406614728628077,-0.6263942390652528,-0.4328091986403933,0,False,False,False,True,False,False,True,0.0025706940874035,-0.048879597294341326,0.014267233797554901,0.048879597294341326,0.014267233797554901,-0.08125472676862204,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.06314683109189623
-1.2950640279228316,-0.1345999177665122,-0.6834050743975496,-0.6618136619564083,-0.384310537518096,-0.3745309088668896,0.6000703952832197,0,False,True,False,False,False,False,True,0.0022172949002217,0.021591412441141267,0.009779628651206407,0.021591412441141267,0.009779628651206407,0.03159387199946444,0.0254472040160768,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03137104109234767
-1.2950640279228316,-0.700224493167027,-0.6914033198001225,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.6000703952832197,0,False,False,False,True,False,True,False,0.0109289617486338,0.029589657843714146,0.014267233797554901,0.029589657843714146,0.014267233797554901,0.042796522667186296,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04385689164126905
-1.2950640279228316,-0.6957053737022931,-0.5588856729662979,-0.5422674726634366,-0.6406614728628077,-0.6263942390652528,1.288656791232295,0,False,False,False,True,False,False,True,0.0094786729857819,0.01661820030286132,0.014267233797554901,0.01661820030286132,0.014267233797554901,0.029734525520458077,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03088543410041622
-1.2950640279228316,-0.4826804894636705,-0.5744659190419708,-0.6618136619564083,-0.546729743575182,-0.6263942390652528,1.288656791232295,0,False,True,False,False,False,True,False,0.0109289617486338,-0.08734774291443759,-0.07966449549007082,0.08734774291443759,0.07966449549007082,-0.1520503480438166,-0.14571092288430998,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.1670122384045084
